DATE,Y,YM,M,W,D,YMW,Rain_inches,Wind_Direct,Temp_Atmo,Temp_RawWW,Temp_EffW,WFLow_MDG,Elect_Use_kWh,USD_per_MG,TSS_ER,TSS_EP,TSS_EE,TSS_LOAD_EE,TSS_Removal_lbPday,BOD5_ER,BOD5_EP,BOD5_EE,BOD5_LOAD_EE,BOD5_Remov_lbPday,NH3_ER,NH3_EE,NH3_LOAD_EE,NH3_Remov_lbPday,FECAL_EE,pH_ER,pH_EE,DO_EE,SO2_resid_EE,Cl2_Resid1,Cl2_Resid2,Comments,Sludge_RecyledPlusDeH2O_galx1000,Sludge_WASTED_gal,Sludge_PRIMARY_gal,TSS_EOD1,TSS_EOD2,TSS_EODRS,SettlePercent_HRS_30min_OD1,SettlePercent_HRS_30min_OD2,SVI_Avge_OD2,Vsperc_EOD1,Vsperc_EOD2,Vsperc_ODRS,SlugdeAge_OD1_2,SludgeAge_7dayAVG,FoodtoMass_OD1_2,FoodToMass_7dayAVG,Height_in_OD1,Height_in_OD2,AMPS_OD1,AMPS_OD2,DO_OD1_AM,DO_OD1_PM,DO_OD1_AVG,DO_OD2_AM,DO_OD2_PM,DO_OD2_AVG,NH3_OD1_AM,NH3_OD1_PM,NH3_OD2_AM,NH3_OD2_PM,NH3_OD2_AVG
4/19/19,2019,20194,4,3,,201943,0.18,NW,61,72,72,5.309,8160,81.6,,,,,,,,,,,,,,,2,7,6.4,6.1,0,2.508333333,2.875,NB,2228,18945,11250,,,,19,20,,,,,,17.4241164,,0.144621744,18,19,85,87.5,1.6,2.8,2.2,1.3,2.9,2.1,1.2,0.2,1.2,0.2,0.7
4/20/19,2019,20194,4,3,,201943,0,NW,69,74,74,3.857,9440,129.8611399,,,,,,,,,,,,,,,,7,6.5,6,0,2.563636364,2.775,NB,1731,19403,11250,,,,17,17,,,,,,17.63814415,,0.156299276,18,19,84.5,87.5,1.9,2.1,2,1.9,2.1,2,1.2,0.2,1.2,0.2,0.7
4/21/19,2019,20194,4,3,,201943,0,SW,75,76,76,2.195,8000,193.0909091,,,,,,,,,,,,,,,,7,6.7,5.9,0,3.05,3.291666667,NB,1144,12527,11250,,,,18,18,,,,,,18.41225185,,0.157888526,18,19,102.5,105,1.2,1.8,1.5,1.1,1.6,1.35,1.2,0.2,1.2,0.2,0.7
4/22/19,2019,20194,4,4,,201944,0,SW,77,74,74,2.505,7360,156.3264,,,,,,,,,,,,,,,,7.1,6,6.1,0,2.5,2.816666667,JS,586,15929,11250,,,,21,22,,,,,,18.8303789,,0.161136124,18,19,80,85,1.4,1.2,1.3,1.3,1,1.15,1.2,0.2,1.2,0.2,0.7
4/23/19,2019,20194,4,4,,201944,0,SW,77,75,75,2.369,7360,164.9012658,208,118,14.7,290.6,3820.72914,190,122,2,39.5,3715.9704,21,0.64,12.7,402.431688,2,7.1,6,6,0,2.9,3.1,JS,1946,15230,11250,3640,3840,14500,24,24,64.21703297,0.747,0.726,,,15.424558,,0.209270876,18,19,80,85,0.7,1.1,0.9,0.5,0.9,0.7,1.2,0.2,1.2,0.2,0.7
4/24/19,2019,20194,4,4,,201944,0,SE,81,75,75,2.273,6880,160.9374449,,,,,,,,,,,,,,,,7,6.3,5.8,0,3.008333333,3.266666667,GB,1044,10788,11250,,,,23,24,,,,,,14.77990666,,0.210951411,18,19,82.5,85.5,1.2,1,1.1,0.9,0.8,0.85,1.2,0.2,1.2,0.2,0.7
4/25/19,2019,20194,4,4,,201944,0.11,NW,77,75,75,2.324,7360,168.4551724,176,104,4,77.4,3327.9936,236,,3.1,60,4506.33552,18,0.56,10.8,337.443072,5,7,6.3,6.2,0,2.491666667,2.416666667,GB,1040,14789,11250,4120,3680,10100,25,28,68.38328409,,,,,16.81623549,,0.202757641,18,19,102.5,105,1.4,1,1.2,1.2,0.8,1,1.2,0.2,1.2,0.2,0.7
4/26/19,2019,20194,4,4,,201944,0,NE,88,75,75,2.196,7520,181.5054545,,,,,,,,,,,,,,,,7.1,6.1,5.9,0,2.475,2.825,CL,985,27023,11250,,,,30,27,,,,,,14.69757825,,0.172485136,18,19,80,85,0.8,1.4,1.1,0.4,1.1,0.75,1.2,0.2,1.2,0.2,0.7
4/27/19,2019,20194,4,4,,201944,0,NE,79,75,75,2.135,6720,166.7439252,,,,,,,,,,,,,,,,7.1,6.2,6,0,2.991666667,3.081818182,CL,1163,0,11250,,,,30,31,,,,,,17.09739942,,0.155742787,18,19,80,85,0.8,1.1,0.95,0.4,0.8,0.6,1.2,0.2,1.2,0.2,0.7
4/28/19,2019,20194,4,4,,201944,0,SE,89,75,75,2.076,6880,175.6384615,,,,,,,,,,,,,,,,7.4,6.1,5.8,0,2.916666667,3.1,CL,996,20909,11250,,,,33,35,,,,,,17.07743303,,0.154574716,18,19,80,85,0.8,0.9,0.85,0.6,0.7,0.65,1.2,0.2,1.2,0.2,0.7
4/29/19,2019,20194,4,5,,201945,0,SE,84,78,78,2.164,6880,169.1333333,,,,,,,,,,,,,,,,6.9,6.3,6,0,2.425,2.483333333,NB,1450,15466,11250,,,,24,24,,,,,,16.70632881,,0.151265182,18,19,82,85,0.7,0.9,0.8,0.3,0.8,0.55,1.2,0.2,1.2,0.2,0.7
4/30/19,2019,20194,4,5,,201945,0,SE,83,79,79,2.136,7200,178.6542056,352,136,4,71.4,6210.9648,200,150,2,35.7,3533.8248,37,0.44,7.9,652.508256,2,6.9,6.5,6.1,0,2.35,2.341666667,NB,1021,17547,11250,4200,4400,1110,27,27,62.82467532,0.723,0.691,,,24.34264605,,0.148037889,18,19,80,85.5,0.5,0.9,0.7,0.4,0.7,0.55,1.2,0.2,1.2,0.2,0.7
5/1/19,2019,20195,5,1,,201951,0,SE,87,77,77,2.232,7680,182.8735426,,,,,,,,,,,,,,,,7,6,6,0,2.858333333,2.766666667,JS,1047,15113,11250,,,,27,27,,,,,,39.25927771,,0.147651115,18,19,80,85,0.6,1,0.8,0.6,0.9,0.75,1.2,0.2,1.2,0.2,0.7
5/2/19,2019,20195,5,1,,201951,0,SE,87,78,78,2.241,6720,159.3,170,111,4,74.7,3101.1456,205,,3.1,57.9,3771.81504,36,1.3,24.3,648.25152,2,7.1,6.1,6.1,0,2.891666667,3.075,JS,1013,14983,11250,4840,4680,10700,24,24,50.43441407,,,,,31.44936328,,0.123483706,18,19,80,85,0.5,0.8,0.65,0.2,0.6,0.4,1.2,0.2,1.2,0.2,0.7
5/3/19,2019,20195,5,1,,201951,0,SE,85,78,78,2.099,6880,173.9657143,,,,,,,,,,,,,,,,7.3,6.2,5.9,0,2.916666667,2.833333333,GB,1024,14434,11250,,,,28,30,,,,,,40.2621993,,0.122670778,18,19,102.5,105,0.6,0.6,0.6,0.5,0.4,0.45,1.2,0.2,1.2,0.2,0.7
5/4/19,2019,20195,5,1,,201951,0.71,SE,78,78,78,3.126,7360,124.8613419,,,,,,,,,,,,,,,,7.1,6.3,5.7,0,2.033333333,1.933333333,GB,1044,14181,11250,,,,29,32,,,,,,44.19644755,,0.130718762,18,19,101.5,105,0.6,0.7,0.65,0.3,0.7,0.5,1.2,0.2,1.2,0.2,0.7
5/5/19,2019,20195,5,1,,201951,0,NE,82,78,78,2.233,7360,175.2538117,,,,,,,,,,,,,,,,7.2,6.3,6,0,2.933333333,2.791666667,GB,1204,14977,11250,,,,37,47,,,,,,39.44957108,,0.131938153,18,19,81,85,1.1,0.6,0.85,0.8,0.4,0.6,1.2,0.2,1.2,0.2,0.7
5/6/19,2019,20195,5,2,,201952,0,SE,87,78,78,2.205,8320,200.8145455,,,,,,,,,,,,,,,,7.1,6.2,5.9,0,2.308333333,2.816666667,CL,1000,15054,11250,,,,41,41,,,,,,41.14632039,,0.132263324,18,19,80,85,0.8,1,0.9,0.6,0.8,0.7,1.2,0.2,1.2,0.2,0.7
5/7/19,2019,20195,5,2,,201952,0.06,SW,88,78,78,2.261,5440,127.8159292,236,94,5.4,101.8,4346.44104,,,2.8,52.8,,36,0.4,7.5,671.00304,13,7,6.2,5.9,0,2.691666667,3.025,CL,1013,21248,11250,4920,4480,11200,54,36,95.05662021,0.718,0.721,,,31.1260539,,0.126936157,18,19,80,85,0.7,1,0.85,0.3,0.7,0.5,1.2,0.2,1.2,0.2,0.7
5/8/19,2019,20195,5,2,,201952,0.81,SE,79,78,78,3.295,7040,113.28,,,,,,,,,,,,,,,,7,6.4,6.1,0,2.233333333,2.5,NB,1436,24692,11250,,,,44,42,,,,,,21.72893712,,0.135223020,18,19,80,84,0.7,0.6,0.65,0.3,0.1,0.2,1.2,0.2,1.2,0.2,0.7
5/9/19,2019,20195,5,2,,201952,1.28,NE,78,77,77,5.019,7840,82.92908367,245,84,5.6,234.5,10022.91192,156,,4.1,171.7,6359.56692,19,1.6,67,728.48232,7,7,6.7,6,0,1.883333333,1.975,NB,3586,21540,11250,4040,3880,14200,32,32,80.8410738,,,,,17.79042921,,0.130304940,18,19,81,85,0.4,0.5,0.45,0.3,0.1,0.2,1.2,0.2,1.2,0.2,0.7
5/10/19,2019,20195,5,2,,201952,2.53,SE,77,77,77,10.524,8160,41.1878327,,,,,,,,,,,,,,,,6.9,6.3,5.3,0,1.158333333,1.366666667,JS,5045,0,11250,,,,,,,,,,,17.60381059,,0.184512825,18,19,80,85,0.4,0.6,0.5,0.1,0.1,0.1,1.2,0.2,1.2,0.2,0.7
5/11/19,2019,20195,5,2,,201952,0.93,SE,79,73,73,8.716,8640,52.61284404,,,,,,,,,,,,,,,,7,6.2,6.1,0,1.445454545,2.309090909,JS,4477,20429,11250,,,,34,34,,,,,,16.55192889,,0.220501196,18,19,80,85,1.9,1.2,1.55,1.6,0.7,1.15,1.2,,1.2,,
5/12/19,2019,20195,5,2,,201952,0.38,NE,81,77,77,9.203,8000,46.17391304,,,,,,,,,,,,,,,,6.9,6.3,6.7,0,1.425,2.033333333,JS,4534,19437,11250,,,,,,,,,,,15.71638004,,0.265373994,18,19,80,85,0.5,1.2,0.85,0.7,0.9,0.8,,0.2,,0.2,
5/13/19,2019,20195,5,3,,201953,0,NE,80,76,76,4.701,8640,97.61361702,,,,,,,,,,,,,,,,7.2,6.3,5.8,0,2.325,2.425,GB,2998,18289,11250,,,,22,24,,,,,,15.28752147,,0.281468972,18,19,105,107.5,0.8,0.8,0.8,0.5,0.7,0.6,1.2,0.2,1.2,0.2,0.7
5/14/19,2019,20195,5,3,,201953,0,E,85,77,77,3.772,7840,110.4254642,90,18,4,125.8,2703.9948,105,76,2,62.9,3238.5054,15,0.4,12.6,459.05028,2,7.4,6.5,6.2,0,2.3,2.858333333,GB,2183,18329,11250,5000,4960,10800,48,46,94.37096774,0.715,0.707,,,16.57841658,,0.238783572,18,19,82.5,86.5,2.5,1.4,1.95,2.3,1.3,1.8,1.2,0.2,1.2,0.2,0.7
5/15/19,2019,20195,5,3,,201953,0,SE,88,77,77,2.735,7840,151.9357664,,,,,,,,,,,,,,,,7.1,6.3,6.1,0,2.7,3.158333333,CL,1278,20026,11250,,,,47,47,,,,,,15.9759269,,0.235827154,18,19,80,85,1,1,1,0.9,0.6,0.75,1.2,0.2,1.2,0.2,0.7
5/16/19,2019,20195,5,3,,201953,0,SE,86,77,77,2.808,7360,139.080427,132,84,7.7,180.5,2913.02022,162,,3.4,79.7,3716.85444,20,1.6,37.5,431.21136,2,7.1,6.1,6.1,0,2.875,3.075,CL,1453,20865,11250,4720,5080,12500,49,54,105.056386,,,,,16.52340978,,0.207495735,18,19,80,85,0.6,1,0.8,0.1,0.8,0.45,1.2,0.2,1.2,0.2,0.7
5/17/19,2019,20195,5,3,,201953,0,SE,92,79,80,2.644,6080,122.2909091,,,,,,,,,,,,,,,,7.1,6.3,6,0,1.95,2.658333333,NB,1039,20642,11250,,,,26,31,,,,,,19.00270981,,0.168987342,18,19,81,84,0.6,1.1,0.85,0.1,0.8,0.45,1.2,0.2,1.2,0.2,0.7
5/18/19,2019,20195,5,3,,201953,0,SE,85,81,82,2.562,6880,142.70625,,,,,,,,,,,,,,,,7,6.4,6.2,0,2.816666667,2.941666667,NB,964,5334,11250,,,,48,48,,,,,,18.84588905,,0.138884334,18,19,80,84.5,1.9,0.6,1.25,0.7,0.1,0.4,1.2,0.2,1.2,0.2,0.7
5/19/19,2019,20195,5,3,,201953,2.34,SE,83,76,76,8.002,7360,48.852,,,,,,,,,,,,,,,,6.4,6.8,5.9,0,1.716666667,2.141666667,NB,1922,0,11250,,,,46,49,,,,,,21.62059252,,0.133020111,18,19,80,84,0.4,0.6,0.5,0.2,0.1,0.15,1.2,0.2,1.2,0.2,0.7
5/20/19,2019,20195,5,4,,201954,0,SW,88,78,78,5.474,6240,60.57477148,,,,,,,,,,,,,,,,6.9,6.2,5.7,0,1.316666667,2.275,JS,2603,19840,11250,,,,29,31,,,,,,21.84803155,,0.136782987,18,19,80,85,1.2,0.7,0.95,1,0.3,0.65,1.2,0.2,1.2,0.2,0.7
5/21/19,2019,20195,5,4,,201954,0,SE,87,79,79,3.401,6400,99.95294118,120,74,4.2,119.1,3283.6248,107,106,2,56.7,2977.38,23,0.4,11.3,640.8456,10,7.1,6.3,5.3,0,2.541666667,3.108333333,JS,1558,25499,11250,6040,6120,10200,60,61,99.50547548,0.701,0.691,,,23.58609313,,0.124999664,18,19,80,85,1.2,1.1,1.15,0.8,0.8,0.8,1.2,0.2,1.2,0.2,0.7
5/22/19,2019,20195,5,4,,201954,0,SE,89,79,79,2.842,6400,119.6619718,,,,,,,,,,,,,,,,7,6.3,6,0,2.558333333,2.933333333,GB,1068,18787,11250,,,,49,50,,,,,,23.69773446,,0.125452233,18,19,82.5,86,0.8,1.1,0.95,0.7,0.9,0.8,1.2,0.2,1.2,0.2,0.7
5/23/19,2019,20195,5,4,,201954,0,SE,89,79,79,2.778,6720,128.3568345,148,70,4,92.7,3338.6688,273,,2.9,67.2,6262.32252,22,0.4,9.3,500.80032,10,7.2,6.2,5.8,0,2.208333333,2.766666667,GB,1035,15718,11250,4800,5600,10400,56,56,108.3333333,,,,,24.90176025,,0.172318808,18,19,82.5,85,1.1,0.8,0.95,0.7,0.6,0.65,1.2,0.2,1.2,0.2,0.7
5/24/19,2019,20195,5,4,,201954,0,SE,89,79,79,2.69,6880,135.8096654,,,,,,,,,,,,,,,,7.1,6.4,5.9,0,2.408333333,2.725,CL,1038,26894,11250,,,,48,48,,,,,,27.22605957,,0.172629965,18,19,80,85,1.3,1,1.15,1,0.7,0.85,1.2,0.2,1.2,0.2,0.7
5/25/19,2019,20195,5,4,,201954,0,SE,91,79,79,2.562,6240,129.43125,,,,,,,,,,,,,,,,7.1,6.2,6,0,2.916666667,3.074545455,CL,1152,23943,11250,,,,46,48,,,,,,26.62497554,,0.172629965,18,19,80,85,0.7,0.9,0.8,0.3,0.6,0.45,1.2,0.2,1.2,0.2,0.7
5/26/19,2019,20195,5,4,,201954,0,SE,88,79,79,2.41,6080,133.9618257,,,,,,,,,,,,,,,,7.3,6.2,5.8,0,2.708333333,2.825,CL,1036,25068,11250,,,,45,49,,,,,,23.50231623,,0.137842600,18,19,80,85,0.8,1.1,0.95,0.3,0.8,0.55,1.2,0.2,1.2,0.2,0.7
5/27/19,2019,20195,5,5,,201955,0,S,96,82,82,2.355,6080,136.8,,,,,,,,,,,,,,,,7.1,6.6,6,0,2.133333333,1.983333333,NB,991,25505,11250,,,,43,44,,,,,,20.64036362,,0.118488628,18,19,80.5,84.5,1.3,0.6,0.95,0.1,0.2,0.15,1.2,0.2,1.2,0.2,0.7
5/28/19,2019,20195,5,5,,201955,0,SW,92,83,83,2.47,5760,123.8283401,470,280,4,82.4,9599.5068,622,553,2.7,55.6,12757.45614,28,1.4,28.8,547.95468,2,7.2,6.4,6,0,2.416666667,2.766666667,NB,1045,25282,11250,4800,4800,15000,39,42,84.375,0.688,0.685,,,16.75775919,,0.303560608,18,19,82,86,0.4,0.6,0.5,0.1,0.2,0.15,1.2,0.2,1.2,0.2,0.7
5/29/19,2019,20195,5,5,,201955,0,S,90,81,81,2.318,6400,146.4827586,,,,,,,,,,,,,,,,7.2,6.1,5.5,0,2.525,2.741666667,JS,994,25073,11250,,,,38,41,,,,,,14.70979415,,0.294844345,18,19,80,85,0.6,0.9,0.75,0.4,0.7,0.55,1.2,0.2,1.2,0.2,0.7
5/30/19,2019,20195,5,5,,201955,0,SW,89,81,81,2.281,5600,130.4210526,,,4,76.1,,299,,2,38,5647.5144,31,0.6,11.4,578.06208,2,7.2,6.3,5.6,0,2.683333333,2.933333333,JS,963,25966,11250,5680,5520,12800,61,63,110.7624005,,,,,14.72432825,,0.283447272,18,19,80,85,0.5,1.1,0.8,0.3,0.9,0.6,1.2,0.2,1.2,0.2,0.7
5/31/19,2019,20195,5,5,,201955,0,SE,92,81,81,2.249,6560,154.816,,,,,,,,,,,,,,,,7.1,6.2,5.9,0,2.775,3.208333333,GB,1017,18972,11250,,,,50,51,,,,,,13.31658469,,0.276149624,18,19,81,85,1.1,1,1.05,0.9,0.8,0.85,1.2,0.2,1.2,0.2,0.7
6/1/19,2019,20196,6,1,,201961,0.12,SE,95,82,82,2.218,6400,153.0810811,,,,,,,,,,,,,,,,7,6.3,6,0,2.825,3.291666667,GB,1212,24853,11250,,,,52,58,,,,,,13.46141912,,0.270510533,18,19,81,85,1.3,1.1,1.2,1,1,1,1.2,0.2,1.2,0.2,0.7
6/2/19,2019,20196,6,1,,201961,0,NW,94,82,82,2.164,6240,153.4,,,,,,,,,,,,,,,,7.3,6.1,5.8,0,3.05,3.433333333,GB,1002,19336,11250,,,,58,55,,,,,,13.78678247,,0.266364142,18,19,82.5,85,1.2,1.1,1.15,1,0.9,0.95,1.2,0.2,1.2,0.2,0.7
6/3/19,2019,20196,6,2,,201962,0,NE,94,82,82,2.243,6240,147.9214286,,,,,,,,,,,,,,,,7.2,6.3,5.9,0,2.733333333,2.975,CL,960,28222,11250,,,,59,59,,,,,,13.57109279,,0.264373874,18,19,80,85,1,0.9,0.95,0.8,0.7,0.75,1.2,0.2,1.2,0.2,0.7
6/4/19,2019,20196,6,2,,201962,0,SW,93,82,82,2.339,6080,137.9692308,195,90,4,78.1,3727.4796,216,139,2.4,46.8,4168.53216,30,0.4,7.8,577.66176,19,7.2,6.6,5.5,0,2.65,2.908333333,CL,926,56934,11250,5000,5720,13700,61,61,114.3216783,0.674,0.681,,,11.89204972,,0.140982015,18,19,80,85,0.6,0.9,0.75,0.4,0.6,0.5,1.2,0.2,1.2,0.2,0.7
6/5/19,2019,20196,6,2,,201962,3.75,SE,81,82,82,5.21,6400,65.22840691,,,,,,,,,,,,,,,,7.3,6.5,5.9,0,2.6,2.633333333,NB,804,27656,11250,,,,57,59,,,,,,12.7607181,,0.166752921,18,19,102.5,105,0.5,0.6,0.55,0.2,0.5,0.35,1.2,0.2,1.2,0.2,0.7
6/6/19,2019,20196,6,2,,201962,5.42,SW,89,80,80,13.591,7200,28.13245033,100,116,15.5,1756.8,9577.2807,75,,6.2,702.7,7797.83328,6,2.2,249.3,430.69428,2000,6.6,6.5,5,0,0.625,0.725,NB,1895,0,11250,,,,,,,,,,,13.47251065,,0.154596397,18,19,,,3.2,2.3,2.75,3.6,2.6,3.1,,,,,
6/7/19,2019,20196,6,2,,201962,0.02,SW,90,82,82,7.849,7840,53.03235669,,,,,,,,,,,,,,,80,7,6.1,5.1,0,1.2,1.883333333,JS,3128,29584,11250,,,,,,,,,,,12.115786,,0.183444775,18,19,80,85,2.7,1.2,1.95,2.7,1,1.85,,0.2,,0.2,
6/8/19,2019,20196,6,2,,201962,0,NE,89,82,82,4.257,7360,91.74084507,,,,,,,,,,,,,,,,7,6.4,5.2,0,2.591666667,2.866666667,JS,1639,33855,11250,,,,39,41,,,,,,11.32141727,,0.193953827,18,19,80,85,1.2,1.2,1.2,1.1,1.1,1.1,1.2,0.2,1.2,0.2,0.7
6/9/19,2019,20196,6,2,,201962,0,NE,90,82,82,3.314,6080,97.53716012,,,,,,,,,,,,,,,,7.2,6.2,5.3,0,2.7,2.966666667,JS,1216,30115,11250,,,,43,41,,,,,,11.05320057,,0.199878048,18,19,80,85,1.1,1.2,1.15,1.1,1.2,1.15,1.2,0.2,1.2,0.2,0.7
6/10/19,2019,20196,6,3,,201963,0,NE,90,82,82,3.004,6240,110.448,,,,,,,,,,,,,,,,7.3,6.4,5.8,0,2.566666667,2.966666667,GB,991,29932,11250,,,,47,47,,,,,,10.58814059,,0.203793185,18,19,81.5,85,0.8,1,0.9,0.9,0.8,0.85,1.2,0.2,1.2,0.2,0.7
6/11/19,2019,20196,6,3,,201963,0,NE,82,81,81,2.694,6560,129.4929368,100,94,4,89.7,2153.7216,132,136,2,44.9,2916.498,27,1.5,33.7,572.0823,9,7.2,6.4,5.6,0,2.658333333,3.066666667,GB,996,21899,11250,4880,6200,17200,45,43,80.78397673,0.624,0.61,,,10.10279911,,0.155371593,18,19,80.5,84,0.7,1.2,0.95,0.4,1.1,0.75,1.2,0.2,1.2,0.2,0.7
6/12/19,2019,20196,6,3,,201963,0,NE,86,81,81,2.587,6880,141.0532819,,,,,,,,,,,,,,,,7.1,6.3,5.8,0,2.983333333,2.983333333,CL,963,31275,11250,,,,53,62,,,,,,10.15320889,,0.145171804,18,19,80,85,1.2,1.2,1.2,1.1,1.1,1.1,1.2,0.2,1.2,0.2,0.7
6/13/19,2019,20196,6,3,,201963,0,NE,85,84,84,2.558,5920,122.79375,252,82,4,85.4,5294.8992,305,,3,64.1,6447.8208,24,0.4,8.5,503.86944,22,7.4,6.4,6,0,2.6,3.183333333,CL,1333,15862,11250,5680,5360,13800,45,50,86.2544671,,,,,12.07918333,,0.216212270,18,19,82.5,86.5,0.5,1.4,0.95,0.3,1.3,0.8,1.2,0.2,1.2,0.2,0.7
6/14/19,2019,20196,6,3,,201963,0,SE,90,84,83,2.501,6400,135.936,,,,,,,,,,,,,,,,7.2,6.4,6.2,0,2.058333333,2.4,NB,1000,30016,11250,,,,42,44,,,,,,11.17052928,,0.172162931,18,19,102.5,105,0.7,1.1,0.9,0.5,0.9,0.7,1.2,0.2,1.2,0.2,0.7
6/15/19,2019,20196,6,3,,201963,0.14,SW,91,84,84,2.359,6080,136.8,,,,,,,,,,,,,,,,7,6.3,6.2,0,2.163636364,2.225,NB,1103,30073,11250,,,,47,45,,,,,,11.21577939,,0.156519241,18,19,81,85,0.8,1.1,0.95,0.7,0.9,0.8,1.2,0.2,1.2,0.2,0.7
6/16/19,2019,20196,6,3,,201963,0.02,SW,91,85,85,2.452,6720,145.6457143,,,,,,,,,,,,,,,,7.2,6.5,5.8,0,1.783333333,2.116666667,NB,1006,30030,11250,,,,48,45,,,,,,11.42997889,,0.149438412,18,19,101.5,105,0.7,0.6,0.65,0.7,0.4,0.55,1.2,0.2,1.2,0.2,0.7
6/17/19,2019,20196,6,4,,201964,0.4,NE,83,85,85,2.82,5920,111.4723404,,,,,,,,,,,,,,,,7.2,6.7,5.7,0,2.65,2.825,CL,1021,39931,11250,,,,46,46,,,,,,10.95754995,,0.147956378,18,19,80,85,0.8,0.8,0.8,0.7,0.8,0.75,1.2,0.2,1.2,0.2,0.7
6/18/19,2019,20196,6,4,,201964,0,S,92,84,84,2.466,6400,137.5870445,256,148,3,61.8,5211.7494,159,175,2,41.2,3234.1686,27,0.48,9.9,546.306696,29,7.4,6.3,6,0,2.795,3.066666667,CL,956,31662,11250,5800,5640,14400,45,41,75.14062118,0.618,0.628,,,11.29037166,,0.151219031,18,19,80,85,0.5,0.8,0.65,0.3,0.7,0.5,1.2,0.2,1.2,0.2,0.7
6/19/19,2019,20196,6,4,,201964,0,SW,93,84,84,2.455,6080,131.2390244,,,,,,,,,,,,,,,,7.2,6.5,5.8,0,2.8,3.3,GB,945,27377,11250,,,,44,43,,,,,,11.89585273,,0.150111511,18,19,82.5,85,0.7,1.1,0.9,0.5,1,0.75,1.2,0.2,1.2,0.2,0.7
6/20/19,2019,20196,6,4,,201964,0,SW,94,84,84,2.435,6560,142.7606557,,,4,81.4,,,,2,40.7,,26,0.4,8.1,520.94976,10,7.2,6.4,5.9,0,1.991666667,2.766666667,GB,947,27833,11250,5560,5080,13600,35,41,71.82915085,,,,,11.9818738,,0.104028544,18,19,82.5,85,1,1.1,1.05,1.1,1,1.05,1.2,0.2,1.2,0.2,0.7
6/21/19,2019,20196,6,4,,201964,0,SW,91,84,84,2.414,6560,144.5377593,,,,,,,,,,,,,,,,7.1,6.2,5.8,0,2.186666667,2.558333333,CL,911,30308,11250,,,,37,42,,,,,,11.25603776,,0.103493540,18,19,80,85,0.8,1.1,0.95,0.6,0.9,0.75,1.2,0.2,1.2,0.2,0.7
6/22/19,2019,20196,6,4,,201964,0,SE,92,84,84,2.322,6720,153.8068966,,,,,,,,,,,,,,,,7.2,6.4,5.9,0,2.7,2.733333333,CL,915,30282,11250,,,,32,40,,,,,,11.24618315,,0.103255760,18,19,80,85,0.7,0.9,0.8,0.5,0.8,0.65,1.2,0.2,1.2,0.2,0.7
6/23/19,2019,20196,6,4,,201964,0.05,SE,91,84,84,2.179,5920,144.1981651,,,,,,,,,,,,,,,,7.1,6.3,6,0,2.633333333,2.854545455,CL,916,37377,11250,,,,32,32,,,,,,10.93182053,,0.101650748,18,19,80,85,0.7,0.7,0.7,0.5,0.6,0.55,1.2,0.2,1.2,0.2,0.7
6/24/19,2019,20196,6,5,,201965,0.82,S,83,82,82,3.097,6240,106.8851613,,,,,,,,,,,,,,,,7.2,6.6,5.9,0,2.133333333,2.441666667,NB,904,15434,11250,,,,30,25,,,,,,11.57517163,,0.103315205,18,19,83,87.5,0.4,1.4,0.9,0.1,1.2,0.65,1.2,0.2,1.2,0.2,0.7
6/25/19,2019,20196,6,5,,201965,0,SE,81,83,83,2.526,6560,137.6822134,280,268,4,84.4,5823.6552,449,460,6.7,141.4,9332.61846,16,0.4,8.4,329.16312,3,7.2,6.7,5.9,0,2.166666667,2.625,NB,1564,34369,11250,4880,4720,14400,43,36,82.19297027,0.607,0.601,,,11.21655172,,0.329419903,18,19,80,84,1,1.2,1.1,0.9,1,0.95,1.2,0.2,1.2,0.2,0.7
6/26/19,2019,20196,6,5,,201965,0,SE,92,84,84,2.259,6880,161.6495575,,,,,,,,,,,,,,,,7.2,6.3,5.2,0,2.475,2.591666667,JS,962,31078,11250,,,,32,28,,,,,,10.85703591,,0.325642152,18,19,80,85,0.9,1.1,1,0.8,1,0.9,1.2,0.2,1.2,0.2,0.7
6/27/19,2019,20196,6,5,,201965,1.62,SE,93,84,84,4.382,5760,69.83013699,308,135,3.8,138.8,11112.18264,330,,2.2,80.4,11974.27176,16,0.4,14.6,569.85552,27,7.2,6.2,5.6,0,2.133333333,2.191666667,JS,1316,29983,11250,4120,4440,11200,32,30,72.61873524,,,,,10.8766523,,0.350273872,18,19,80,85,0.5,0.8,0.65,0.2,0.6,0.4,1.2,,1.2,,
6/28/19,2019,20196,6,5,,201965,1.53,SE,92,84,84,5.886,5280,47.60067912,,,,,,,,,,,,,,,,7.1,6.1,5.6,0,2.083333333,2.341666667,GB,1591,39237,11250,,,,,,,,,,,9.987035308,,0.413827212,18,19,81,85,0.6,0.4,0.5,0.4,0.4,0.4,,,,,
6/29/19,2019,20196,6,5,,201965,0,SE,87,84,84,4.512,6720,79.12017738,,,,,,,,,,,,,,,,6.9,6.5,6.2,0,1.858333333,2.083333333,GB,2431,27888,11250,,,,,,,,,,,10.05704964,,0.453821987,18,19,82.5,87.5,0.7,1.4,1.05,0.5,1.3,0.9,,0.2,,0.4,
